"Step","Group: pythia-1b - eval_n@0.05","Group: pythia-1b - eval_n@0.05__MIN","Group: pythia-1b - eval_n@0.05__MAX","Group: pythia-410m - eval_n@0.05","Group: pythia-410m - eval_n@0.05__MIN","Group: pythia-410m - eval_n@0.05__MAX","Group: pythia-160m - eval_n@0.05","Group: pythia-160m - eval_n@0.05__MIN","Group: pythia-160m - eval_n@0.05__MAX","Group: sfirah-d15 - eval_n@0.05","Group: sfirah-d15 - eval_n@0.05__MIN","Group: sfirah-d15 - eval_n@0.05__MAX","Group: pythia-1.4b - eval_n@0.05","Group: pythia-1.4b - eval_n@0.05__MIN","Group: pythia-1.4b - eval_n@0.05__MAX","Group: sfirah-d9 - eval_n@0.05","Group: sfirah-d9 - eval_n@0.05__MIN","Group: sfirah-d9 - eval_n@0.05__MAX","Group: sfirah-d24 - eval_n@0.05","Group: sfirah-d24 - eval_n@0.05__MIN","Group: sfirah-d24 - eval_n@0.05__MAX","Group: sfirah-d21 - eval_n@0.05","Group: sfirah-d21 - eval_n@0.05__MIN","Group: sfirah-d21 - eval_n@0.05__MAX","Group: pythia-70m - eval_n@0.05","Group: pythia-70m - eval_n@0.05__MIN","Group: pythia-70m - eval_n@0.05__MAX","Group: sfirah-w1024 - eval_n@0.05","Group: sfirah-w1024 - eval_n@0.05__MIN","Group: sfirah-w1024 - eval_n@0.05__MAX","Group: sfirah-w512 - eval_n@0.05","Group: sfirah-w512 - eval_n@0.05__MIN","Group: sfirah-w512 - eval_n@0.05__MAX","Group: sfirah-w256 - eval_n@0.05","Group: sfirah-w256 - eval_n@0.05__MIN","Group: sfirah-w256 - eval_n@0.05__MAX","Group: sfirah-w128 - eval_n@0.05","Group: sfirah-w128 - eval_n@0.05__MIN","Group: sfirah-w128 - eval_n@0.05__MAX","Group: sfirah-d18 - eval_n@0.05","Group: sfirah-d18 - eval_n@0.05__MIN","Group: sfirah-d18 - eval_n@0.05__MAX","Group: sfirah-d12 - eval_n@0.05","Group: sfirah-d12 - eval_n@0.05__MIN","Group: sfirah-d12 - eval_n@0.05__MAX","Group: sfirah-d6 - eval_n@0.05","Group: sfirah-d6 - eval_n@0.05__MIN","Group: sfirah-d6 - eval_n@0.05__MAX","Group: pythia-31m - eval_n@0.05","Group: pythia-31m - eval_n@0.05__MIN","Group: pythia-31m - eval_n@0.05__MAX","Group: pythia-14m - eval_n@0.05","Group: pythia-14m - eval_n@0.05__MIN","Group: pythia-14m - eval_n@0.05__MAX"
"415654","","","","","","","","","","38.333333333333336","33","46","","","","31.666666666666668","30","34","92.66666666666667","74","123","40","18","74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"416557","","","","","","","16.2","14","17","","","","","","","","","","17.8","17","19","","","","12","10","13","13.6","12","15","12.2","10","14","9.4","9","10","7.8","7","8","16.2","15","17","16","16","16","12.2","10","13","9.4","8","11","8.8","7","11"
"416654","","","","","","","","","","40","29","51","","","","29","25","32","92.33333333333333","68","128","50.333333333333336","28","91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"417557","","","","","","","16.2","14","17","","","","","","","","","","17.2","17","18","","","","12","10","13","13.6","13","14","12.4","12","13","9.4","8","10","7.6","7","8","16.4","16","17","16","16","16","12","10","13","9.4","8","11","8.6","7","10"
"417654","","","","","","","","","","41","31","51","","","","29.333333333333332","25","34","87","65","127","46.666666666666664","22","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"418557","","","","","","","16.2","14","17","","","","","","","","","","16.4","12","18","","","","12.2","10","14","13","12","14","12.2","11","13","9.6","8","10","7.8","7","8","16","15","17","15.8","15","16","12.2","11","13","9.4","8","11","8.8","7","11"
"418654","","","","","","","","","","36.333333333333336","18","50","","","","31.666666666666668","31","32","98","79","130","42.666666666666664","23","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"419557","","","","","","","16.2","14","17","","","","","","","","","","17.4","17","18","","","","12","10","13","13.4","12","14","12.4","11","13","9.6","9","10","7.6","7","8","16.4","15","18","15.8","15","16","12.6","11","13","9.4","8","11","9","7","12"
"419654","","","","","","","","","","37.333333333333336","27","43","","","","28","22","32","93","73","105","46.333333333333336","28","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"420557","","","","","","","16.2","14","17","","","","","","","","","","17.6","17","19","","","","12","10","13","13.6","12","15","12.6","11","14","9.4","8","10","7.8","7","8","15.6","13","17","16","16","16","12.4","11","13","9.4","8","11","9","7","12"
"420654","","","","","","","","","","35","23","45","","","","31","28","34","98","76","126","41.666666666666664","22","79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"421557","","","","","","","16.2","14","17","","","","","","","","","","17","14","18","","","","12.2","10","14","13","11","14","12.4","12","13","9.4","8","10","7.6","7","8","16","14","17","15.8","15","16","12.6","11","13","9.6","9","11","9","7","12"
"421654","","","","","","","","","","37.666666666666664","29","45","","","","30.666666666666668","29","32","96.66666666666667","68","130","45.333333333333336","28","75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"422557","","","","","","","16.2","14","17","","","","","","","","","","18","17","19","","","","12.2","10","14","13.6","12","15","12.8","12","14","9.6","9","10","7.6","7","8","16.4","15","18","16","16","16","12.4","9","14","9.8","9","11","8.8","7","11"
"422654","","","","","","","","","","34","17","44","","","","27","16","33","92","75","112","45","26","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"423557","","","","","","","16.2","14","17","","","","","","","","","","17.4","17","19","","","","12.2","10","14","13.4","12","15","12.8","12","14","9.6","9","10","7.6","7","8","16.2","16","17","15.8","15","16","12.2","9","13","9.6","9","11","9","7","12"
"423654","","","","","","","","","","43.666666666666664","33","52","","","","27","16","33","100.33333333333333","73","129","45.333333333333336","23","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"424557","","","","","","","16.4","15","17","","","","","","","","","","17.6","17","19","","","","12.4","10","14","13.6","12","15","12.8","12","14","9.8","9","10","7.8","7","9","16","15","17","16","16","16","12.2","9","13","10","9","11","9","7","12"
"424654","","","","","","","","","","36.333333333333336","20","47","","","","26.666666666666668","17","34","107","84","130","42.666666666666664","33","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425557","","","","","","","16.4","15","17","","","","","","","","","","17.2","17","18","","","","12.4","10","14","13.4","12","14","13.2","12","14","9.6","9","10","7.8","7","8","16.2","16","17","16","16","16","12.2","9","14","9.8","9","11","9","7","12"
"425654","","","","","","","","","","35","24","44","","","","27.333333333333332","20","32","107","87","132","43.666666666666664","24","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"426557","","","","","","","16.4","15","17","","","","","","","","","","17.2","16","19","","","","12.4","10","14","13.2","11","15","12.8","12","14","9.6","9","10","7.6","7","8","16.8","16","18","16","16","16","12.6","9","14","10","9","11","9","7","12"
"426654","","","","","","","","","","41","32","47","","","","28.666666666666668","19","35","99.33333333333333","73","130","40.333333333333336","12","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"427557","","","","","","","16.4","15","17","","","","","","","","","","17.6","17","18","","","","12.4","10","14","13.2","12","14","13","12","14","9.6","9","10","7.6","7","8","16","15","17","16","16","16","12.2","9","13","10.4","9","13","9","7","12"
"427654","","","","","","","","","","40","32","46","","","","26.333333333333332","14","33","100","83","133","47.333333333333336","25","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"428557","","","","","","","16.4","15","17","","","","","","","","","","17.6","17","19","","","","12.4","10","14","13.6","12","15","13","12","14","9.6","9","10","7.6","7","8","15.8","12","18","16.2","16","17","12.2","9","14","10","9","11","7.4","0","12"
"428654","","","","","","","","","","40","26","53","","","","27","19","32","102.33333333333333","69","131","49","32","78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429557","","","","","","","16.4","15","17","","","","","","","","","","17.8","16","20","","","","12.4","10","14","14","12","15","13","12","14","9.6","9","10","7.6","7","8","16.2","14","17","16","16","16","12.4","10","13","10.4","9","13","9","7","12"
"429654","","","","","","","","","","38","24","48","","","","29","20","35","93.33333333333333","50","131","45","26","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"430557","","","","","","","16.4","15","17","","","","","","","","","","17.4","17","19","","","","12.4","10","14","13.4","12","14","13","12","14","9.6","9","10","7.6","7","8","16.6","16","17","16","16","16","12.2","10","14","10.4","9","13","9","7","12"
"430654","","","","","","","","","","40.333333333333336","29","47","","","","27.333333333333332","19","33","92.33333333333333","71","132","45.333333333333336","18","73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"431557","","","","","","","16.4","15","17","","","","","","","","","","17.6","16","19","","","","12.4","10","14","13.2","12","14","12.2","11","14","9.6","9","10","7.6","7","8","16.6","16","17","16","16","16","12.6","10","14","10.4","9","13","9","7","12"
"431654","","","","","","","","","","40","27","51","","","","23.333333333333332","14","34","96","58","132","38","1","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"432557","","","","","","","16.4","15","17","","","","","","","","","","17","15","18","","","","12.6","10","14","13","11","14","12.8","12","14","9.6","9","10","7.6","7","8","13.8","4","17","16","16","16","12.4","10","13","10.4","9","13","9","7","12"
"432654","","","","","","","","","","39","29","49","","","","29","19","37","99","71","132","43.333333333333336","25","76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"433557","","","","","","","16.4","15","17","","","","","","","","","","17.2","16","19","","","","12.4","10","14","14","12","15","12.8","12","14","9.6","9","10","7.8","7","8","15.4","12","17","16","16","16","12","10","13","10.2","9","13","9","7","12"
"433654","","","","","","","","","","40.333333333333336","27","52","","","","30.666666666666668","21","36","97.33333333333333","79","128","49.333333333333336","26","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"434557","","","","","","","16.4","15","17","","","","","","","","","","17.8","17","19","","","","12.4","10","14","13.8","12","15","12.4","12","13","9.6","9","10","8","7","9","16","15","17","16","16","16","12.6","10","14","10.4","9","13","9","7","12"
"434654","","","","","","","","","","44","36","52","","","","29.666666666666668","18","36","108.66666666666667","85","133","52","30","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"435557","","","","","","","16.4","15","17","","","","","","","","","","17.8","17","19","","","","12.6","10","14","13.4","12","15","13","12","14","9.8","9","11","7.6","7","8","16","15","17","16","16","16","12.6","10","14","10.4","9","13","9","7","12"
"435654","","","","","","","","","","40.333333333333336","29","48","","","","25.666666666666668","14","36","103.66666666666667","78","134","47.333333333333336","26","88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"436557","","","","","","","16.4","15","17","","","","","","","","","","17.8","16","20","","","","12.6","10","14","14","13","15","12.8","12","14","10","9","11","7.8","7","9","16.2","15","17","16","16","16","12.8","10","14","10.4","9","13","9","7","12"
"436654","","","","","","","","","","40.666666666666664","28","52","","","","27.333333333333332","21","31","105.66666666666667","79","134","50","27","89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"437557","","","","","","","16.4","15","17","","","","","","","","","","17.4","17","18","","","","12.6","10","14","13.6","12","15","13","12","14","9.8","9","10","7.6","7","8","16","14","17","16","16","16","12.8","10","14","10.4","9","13","9","7","12"
"437654","","","","","","","","","","37.333333333333336","31","41","","","","28","19","36","110.66666666666667","86","134","45.666666666666664","29","77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"438557","","","","","","","16.4","15","17","","","","","","","","","","16.6","14","18","","","","12.8","11","14","13","10","14","12.8","12","14","9.8","9","10","7.8","7","8","15.4","12","17","16","16","16","12.4","10","14","10.4","9","13","9","7","12"
"438654","","","","","","","","","","37.666666666666664","20","50","","","","27.333333333333332","19","33","103.66666666666667","79","132","47","27","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"439557","","","","","","","16.4","15","17","","","","","","","","","","17.6","17","19","","","","12.6","10","14","13.8","12","15","13","12","14","9.6","9","10","7.6","7","8","16","15","17","16","16","16","13","11","14","10.6","9","13","9","7","12"
"439654","","","","","","","","","","43.333333333333336","25","57","","","","28.666666666666668","21","36","99","77","134","50.333333333333336","28","83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"440557","","","","","","","16.4","15","17","","","","","","","","","","16.6","16","17","","","","12.6","10","14","13.6","12","15","13.2","12","14","9.8","9","11","7.6","7","8","16.4","16","17","15.8","15","16","12.6","10","14","10.4","9","13","9","7","12"
"440654","","","","","","","","","","40.666666666666664","28","48","","","","27.666666666666668","19","32","98.66666666666667","78","136","39.333333333333336","24","62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"441557","","","","","","","16.4","15","17","","","","","","","","","","17.4","17","18","","","","12.6","10","14","14","13","15","13","12","14","10","9","11","7.6","7","8","16.2","15","17","16","16","16","13","11","14","10.4","9","13","9","7","12"
"441654","","","","","","","","","","42","27","52","","","","30","19","37","101.33333333333333","63","133","52","18","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"442557","","","","","","","16.4","15","17","","","","","","","","","","17.2","17","18","","","","12.6","10","14","13.8","12","15","13.2","12","14","10","9","11","7.6","7","8","16","15","17","16","16","16","13.4","11","14","10.4","9","13","9","7","12"
"442654","","","","","","","","","","43.666666666666664","28","58","","","","29.666666666666668","22","34","91.66666666666667","60","134","40","22","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"443557","","","","","","","16.4","15","17","","","","","","","","","","17.4","17","18","","","","12.6","10","14","14.2","14","15","13.2","12","14","10","9","11","7.8","7","8","15.8","15","16","16","16","16","13.4","11","14","10.4","9","13","9","7","12"
"443654","","","","","","","","","","41.666666666666664","28","50","","","","27.666666666666668","16","36","102.66666666666667","81","130","44.666666666666664","30","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"444557","","","","","","","16.4","15","17","","","","","","","","","","17.2","16","18","","","","12.8","11","14","14.6","14","15","13.2","13","14","9.8","9","11","7.6","7","8","16.4","16","18","16","16","16","13","11","14","10.4","9","13","9","7","12"
"444654","","","","","","","","","","45.333333333333336","28","60","","","","30","19","36","109","80","134","44.666666666666664","24","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
